id,adj_p_value,p_value,t,b,logfc,gene_symbol,gene_title
204272_at,0.89397,0.86,0.179832,-6.263306,0.071335,LGALS4,galectin 4
209807_s_at,0.89397,0.86,-0.179769,-6.263318,-0.0229081,NFIX,nuclear factor I X
212945_s_at,0.89397,0.86,-0.17976,-6.263319,-0.0288486,MGA,"MGA, MAX dimerization protein"
218608_at,0.89401,0.86,-0.179666,-6.263337,-0.0608771,ATP13A2,ATPase 13A2
218971_s_at,0.89418,0.86,-0.179397,-6.263387,-0.0489181,WDR91,WD repeat domain 91
206005_s_at,0.89493,0.861,0.178379,-6.263575,0.025404,CEP162,centrosomal protein 162
206212_at,0.89493,0.861,-0.178306,-6.263588,-0.1267733,CPA2,carboxypeptidase A2
218963_s_at,0.89493,0.861,0.178304,-6.263589,0.0848907,KRT23,keratin 23
207526_s_at,0.89499,0.861,-0.178171,-6.263613,-0.148001,IL1RL1,interleukin 1 receptor like 1
201590_x_at,0.89524,0.861,-0.177807,-6.26368,-0.0700024,ANXA2,annexin A2
221880_s_at,0.89531,0.862,0.177676,-6.263704,0.0466193,FAM174B,family with sequence similarity 174 member B
206188_at,0.89586,0.862,-0.176935,-6.26384,-0.0219617,ZNF623,zinc finger protein 623
206469_x_at,0.89617,0.862,-0.176498,-6.26392,-0.0772205,AKR7A3,aldo-keto reductase family 7 member A3
218602_s_at,0.89638,0.863,0.176184,-6.263977,0.0189255,HAUS6,HAUS augmin like complex subunit 6
210458_s_at,0.8966,0.863,0.175855,-6.264037,0.015134,TANK,TRAF family member associated NFKB activator
219409_at,0.89667,0.863,0.175707,-6.264064,0.034066,SNIP1,Smad nuclear interacting protein 1
36865_at,0.8967,0.863,-0.175623,-6.264079,-0.028415,ANGEL1,angel homolog 1
203728_at,0.89781,0.864,-0.17418,-6.26434,-0.025609,BAK1,BCL2 antagonist/killer 1
212242_at,0.89796,0.864,-0.173941,-6.264383,-0.087365,TUBA4A,tubulin alpha 4a
218300_at,0.89804,0.865,-0.173796,-6.264409,-0.0294205,PAGR1,PAXIP1 associated glutamate rich protein 1
212501_at,0.89816,0.865,-0.173589,-6.264446,-0.0383424,CEBPB,CCAAT/enhancer binding protein beta
200607_s_at,0.89818,0.865,0.173511,-6.26446,0.027811,RAD21,RAD21 cohesin complex component
203898_at,0.89863,0.865,-0.172906,-6.264568,-0.0343445,CRCP,CGRP receptor component
220441_at,0.89865,0.865,0.172827,-6.264582,0.0444312,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22
209380_s_at,0.89867,0.865,0.172749,-6.264596,0.0337852,ABCC5,ATP binding cassette subfamily C member 5
221843_s_at,0.89915,0.866,-0.172056,-6.264719,-0.048721,TLDC1,TBC/LysM-associated domain containing 1
201631_s_at,0.89915,0.866,0.172037,-6.264723,0.0911243,IER3,immediate early response 3
218912_at,0.8992,0.866,0.171924,-6.264743,0.018145,GCC1,GRIP and coiled-coil domain containing 1
203400_s_at,0.89927,0.866,0.171782,-6.264768,0.0730083,TF,transferrin
219953_s_at,0.89935,0.866,-0.171538,-6.264811,-0.0275814,AKIP1,A-kinase interacting protein 1
217525_at,0.89935,0.866,-0.171536,-6.264812,-0.0183186,OLFML1,olfactomedin like 1
206415_at,0.89946,0.866,-0.171347,-6.264845,-0.0153721,TLL1,tolloid like 1
211964_at,0.89946,0.866,0.17129,-6.264855,0.0776712,COL4A2,collagen type IV alpha 2 chain
203693_s_at,0.89951,0.867,-0.171177,-6.264875,-0.0718238,E2F3,E2F transcription factor 3
214000_s_at,0.89951,0.867,0.171063,-6.264896,0.017205,RGS10,regulator of G-protein signaling 10
202180_s_at,0.89951,0.867,-0.171029,-6.264901,-0.0528793,MVP,major vault protein
217211_at,0.89951,0.867,-0.171012,-6.264905,-0.0444186,ACTBP9,"actin, beta pseudogene 9"
210015_s_at,0.90039,0.868,-0.169866,-6.265106,-0.0334233,MAP2,microtubule associated protein 2
210379_s_at,0.90058,0.868,0.169569,-6.265158,0.0194452,TLK1,tousled like kinase 1
206197_at,0.90061,0.868,0.169485,-6.265173,0.0335769,NME5,NME/NM23 family member 5
212563_at,0.90068,0.868,0.169345,-6.265198,0.0673262,MIR7112///BOP1,microRNA 7112///block of proliferation 1
206254_at,0.90071,0.868,-0.169261,-6.265212,-0.0640755,EGF,epidermal growth factor
216361_s_at,0.90077,0.868,-0.169129,-6.265235,-0.0165721,KAT6A,lysine acetyltransferase 6A
219131_at,0.90085,0.868,0.168975,-6.265262,0.0337326,UBIAD1,UbiA prenyltransferase domain containing 1
202150_s_at,0.90089,0.868,0.168879,-6.265279,0.0469369,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9"
204601_at,0.90105,0.869,-0.168617,-6.265325,-0.0376148,N4BP1,NEDD4 binding protein 1
204818_at,0.90108,0.869,-0.168531,-6.26534,-0.081834,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2
209270_at,0.90118,0.869,0.168318,-6.265377,0.145109,LAMB3,laminin subunit beta 3
206949_s_at,0.90118,0.869,0.168273,-6.265385,0.021145,RUSC1,RUN and SH3 domain containing 1
217734_s_at,0.90118,0.869,0.16825,-6.265389,0.0698119,WDR6,WD repeat domain 6
211470_s_at,0.90122,0.869,0.168149,-6.265406,0.0516024,SULT1C2,sulfotransferase family 1C member 2
204667_at,0.90169,0.869,-0.167491,-6.26552,-0.0221507,FOXA1,forkhead box A1
209079_x_at,0.90169,0.869,-0.167451,-6.265527,-0.0580657,PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3,"protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3"
217165_x_at,0.9025,0.87,-0.166395,-6.265709,-0.05423,MT1F,metallothionein 1F
213254_at,0.90252,0.87,-0.166316,-6.265723,-0.0166731,TNRC6B,trinucleotide repeat containing 6B
200825_s_at,0.90283,0.871,0.165877,-6.265798,0.0613129,HYOU1,hypoxia up-regulated 1
201949_x_at,0.90303,0.871,-0.165572,-6.265851,-0.0619424,CAPZB,capping actin protein of muscle Z-line beta subunit
209258_s_at,0.90308,0.871,-0.165453,-6.265871,-0.0962536,SMC3,structural maintenance of chromosomes 3
203744_at,0.90311,0.871,-0.165373,-6.265885,-0.0543805,HMGB3,high mobility group box 3
218996_at,0.9034,0.871,-0.164955,-6.265956,-0.0355555,TFPT,TCF3 fusion partner
91703_at,0.90366,0.872,0.164557,-6.266024,0.0338955,EHBP1L1,EH domain binding protein 1 like 1
37577_at,0.90366,0.872,0.16452,-6.26603,0.0189155,ARHGAP19,Rho GTPase activating protein 19
206983_at,0.90381,0.872,0.164278,-6.266071,0.0134745,CCR6,C-C motif chemokine receptor 6
204310_s_at,0.90404,0.872,0.163948,-6.266127,0.0216714,NPR2,natriuretic peptide receptor 2
220550_at,0.90455,0.873,-0.163212,-6.266252,-0.0153264,FBXO4,F-box protein 4
219090_at,0.90455,0.873,0.163203,-6.266253,0.0197895,SLC24A3,solute carrier family 24 member 3
218548_x_at,0.9046,0.873,-0.163087,-6.266273,-0.0323112,TEX264,testis expressed 264
221319_at,0.90468,0.873,-0.162928,-6.266299,-0.0177902,PCDHB8,protocadherin beta 8
215151_at,0.90495,0.873,-0.162526,-6.266367,-0.0213348,DOCK10,dedicator of cytokinesis 10
212794_s_at,0.90495,0.873,0.162489,-6.266373,0.0703405,KIAA1033,KIAA1033
218687_s_at,0.90499,0.873,0.162387,-6.26639,0.0779633,MUC13,"mucin 13, cell surface associated"
206845_s_at,0.905,0.873,0.162322,-6.266401,0.0313736,RNF40,ring finger protein 40
203576_at,0.90539,0.874,0.161787,-6.266491,0.0382781,BCAT2,branched chain amino acid transaminase 2
212758_s_at,0.90552,0.874,0.161567,-6.266528,0.0586614,ZEB1,zinc finger E-box binding homeobox 1
213875_x_at,0.90556,0.874,0.161472,-6.266544,0.045644,C6orf62,chromosome 6 open reading frame 62
214794_at,0.90562,0.874,0.161332,-6.266567,0.0179764,PA2G4,proliferation-associated 2G4
207223_s_at,0.90562,0.874,0.161291,-6.266574,0.0287757,PTBP3,polypyrimidine tract binding protein 3
204415_at,0.90579,0.874,0.161017,-6.266619,0.0790476,IFI6,interferon alpha inducible protein 6
217881_s_at,0.90583,0.875,0.160885,-6.266641,0.0284855,CDC27,cell division cycle 27
214945_at,0.90583,0.875,0.160862,-6.266645,0.0393831,LOC101930363///LOC101928349///LOC100507387///FAM153C///FAM153A///FAM153B,"uncharacterized LOC101930363///uncharacterized LOC101928349///uncharacterized LOC100507387///family with sequence similarity 153, member C///family with sequence similarity 153 member A///family with sequence similarity 153 member B"
218342_s_at,0.90591,0.875,-0.160717,-6.266669,-0.0290026,ERMP1,endoplasmic reticulum metallopeptidase 1
217541_x_at,0.90602,0.875,0.160523,-6.266701,0.0170569,ZNF816-ZNF321P///ZNF816,ZNF816-ZNF321P readthrough///zinc finger protein 816
201633_s_at,0.90618,0.875,-0.160264,-6.266744,-0.0238867,CYB5B,cytochrome b5 type B
200666_s_at,0.90633,0.875,-0.160032,-6.266783,-0.0564317,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1
218007_s_at,0.90638,0.875,0.15991,-6.266803,0.0583281,RPS27L,ribosomal protein S27 like
220140_s_at,0.90647,0.875,-0.15972,-6.266834,-0.0319807,SNX11,sorting nexin 11
221616_s_at,0.90647,0.875,0.159696,-6.266838,0.0303774,TAF9B,TATA-box binding protein associated factor 9b
209922_at,0.90656,0.876,0.159527,-6.266866,0.0206443,BRAP,BRCA1 associated protein
214829_at,0.90663,0.876,-0.159391,-6.266888,-0.014966,AASS,aminoadipate-semialdehyde synthase
209073_s_at,0.90688,0.876,0.159028,-6.266948,0.0313421,LOC101930388///LOC101928143///NUMB,"uncharacterized LOC101930388///uncharacterized LOC101928143///NUMB, endocytic adaptor protein"
210147_at,0.90747,0.877,-0.158241,-6.267077,-0.0340817,ART3,ADP-ribosyltransferase 3
214870_x_at,0.90774,0.877,0.157848,-6.267141,0.0482838,LOC102724993///LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1,"nuclear pore complex-interacting protein family member A7-like///polycystin-1-like///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///polycystin 1, transient receptor potential channel interacting pseudogene 1///nuclear pore complex interacting protein family member A1"
205938_at,0.90786,0.877,0.157651,-6.267174,0.029391,PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent 1E"
221636_s_at,0.908,0.877,-0.15742,-6.267211,-0.0281679,MARC2,mitochondrial amidoxime reducing component 2
203600_s_at,0.90805,0.877,-0.157301,-6.267231,-0.0341583,FAM193A,family with sequence similarity 193 member A
39549_at,0.90822,0.878,0.156878,-6.267299,0.0260857,NPAS2,neuronal PAS domain protein 2
210628_x_at,0.90822,0.878,-0.15686,-6.267302,-0.026085,LTBP4,latent transforming growth factor beta binding protein 4
201670_s_at,0.90822,0.878,-0.156848,-6.267304,-0.0430321,MARCKS,myristoylated alanine rich protein kinase C substrate
206840_at,0.90822,0.878,-0.156846,-6.267304,-0.0234486,AFM,afamin
206113_s_at,0.90822,0.878,-0.15682,-6.267309,-0.0282126,RAB5A,"RAB5A, member RAS oncogene family"
217953_at,0.90844,0.878,-0.156503,-6.26736,-0.0124607,PHF3,PHD finger protein 3
206261_at,0.90848,0.878,0.156376,-6.26738,0.0337362,ZNF239,zinc finger protein 239
219214_s_at,0.90848,0.878,0.156259,-6.267399,0.0186557,NT5C,"5', 3'-nucleotidase, cytosolic"
212274_at,0.90848,0.878,-0.156244,-6.267402,-0.0585536,LPIN1,lipin 1
210427_x_at,0.90891,0.879,0.155611,-6.267504,0.0620938,ANXA2,annexin A2
220617_s_at,0.90891,0.879,-0.15559,-6.267507,-0.0288631,ZNF532,zinc finger protein 532
201363_s_at,0.90974,0.879,0.154508,-6.267681,0.0331298,IVNS1ABP,influenza virus NS1A binding protein
221425_s_at,0.90984,0.88,-0.154273,-6.267718,-0.0151793,ISCA1,iron-sulfur cluster assembly 1
211289_x_at,0.90984,0.88,-0.154228,-6.267725,-0.0275979,CDK11A///CDK11B,cyclin dependent kinase 11A///cyclin dependent kinase 11B
216205_s_at,0.91007,0.88,0.153805,-6.267793,0.0180771,MFN2,mitofusin 2
201296_s_at,0.91007,0.88,-0.153782,-6.267796,-0.0686679,WSB1,WD repeat and SOCS box containing 1
201035_s_at,0.91007,0.88,0.153781,-6.267796,0.02321,HADH,hydroxyacyl-CoA dehydrogenase
217205_at,0.91007,0.88,-0.153719,-6.267806,-0.0178029,LOC100420758,poly(A) binding protein nuclear 1 pseudogene
206069_s_at,0.91028,0.88,-0.15341,-6.267855,-0.0382102,ACADL,"acyl-CoA dehydrogenase, long chain"
218758_s_at,0.91043,0.88,-0.153167,-6.267894,-0.0346329,RRP1,ribosomal RNA processing 1
206667_s_at,0.91065,0.881,0.152835,-6.267946,0.0157017,SCAMP1,secretory carrier membrane protein 1
46947_at,0.91112,0.881,-0.152201,-6.268046,-0.0168695,GNL3L,G protein nucleolar 3 like
214356_s_at,0.91113,0.881,0.15214,-6.268056,0.0589757,KIAA0368,KIAA0368
201040_at,0.91138,0.882,-0.151769,-6.268114,-0.0269967,GNAI2,G protein subunit alpha i2
213004_at,0.91162,0.882,0.151418,-6.268169,0.0242238,ANGPTL2,angiopoietin like 2
216049_at,0.91173,0.882,-0.151222,-6.2682,-0.0189014,RHOBTB3,Rho related BTB domain containing 3
212351_at,0.91178,0.882,0.151109,-6.268218,0.0190629,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
200714_x_at,0.91262,0.883,-0.150007,-6.268389,-0.0412971,OS9,"OS9, endoplasmic reticulum lectin"
203589_s_at,0.91265,0.883,0.149915,-6.268403,0.0214855,TFDP2,transcription factor Dp-2
221767_x_at,0.91272,0.883,-0.149781,-6.268424,-0.0522669,HDLBP,high density lipoprotein binding protein
209099_x_at,0.91292,0.883,0.149478,-6.268471,0.0482314,JAG1,jagged 1
202196_s_at,0.91293,0.883,-0.149414,-6.268481,-0.01467,DKK3,dickkopf WNT signaling pathway inhibitor 3
213802_at,0.91298,0.883,0.149292,-6.2685,0.0259852,PRSS12,"protease, serine 12"
203050_at,0.913,0.884,-0.149217,-6.268511,-0.0335481,TP53BP1,tumor protein p53 binding protein 1
212900_at,0.9132,0.884,-0.14891,-6.268559,-0.02812,SEC24A,"SEC24 homolog A, COPII coat complex component"
202617_s_at,0.91321,0.884,-0.148846,-6.268568,-0.024919,MECP2,methyl-CpG binding protein 2
211503_s_at,0.91343,0.884,-0.148505,-6.268621,-0.034346,RAB14,"RAB14, member RAS oncogene family"
201618_x_at,0.91343,0.884,0.148469,-6.268626,0.0292086,GPAA1,glycosylphosphatidylinositol anchor attachment 1
221345_at,0.9136,0.884,0.148201,-6.268668,0.0197902,FFAR2,free fatty acid receptor 2
215318_at,0.91402,0.885,-0.147622,-6.268756,-0.020245,MINOS1P1,mitochondrial inner membrane organizing system 1 pseudogene 1
222074_at,0.91443,0.885,-0.147033,-6.268846,-0.0194836,UROD,uroporphyrinogen decarboxylase
202657_s_at,0.91443,0.885,0.147002,-6.26885,0.0395714,SERTAD2,SERTA domain containing 2
206577_at,0.91462,0.885,-0.146714,-6.268894,-0.0148629,VIP,vasoactive intestinal peptide
209500_x_at,0.91472,0.886,-0.146533,-6.268922,-0.0473214,TNFSF12-TNFSF13///TNFSF13,TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13
209426_s_at,0.91498,0.886,0.146159,-6.268978,0.0398714,C1QTNF3-AMACR///AMACR,C1QTNF3-AMACR readthrough (NMD candidate)///alpha-methylacyl-CoA racemase
221910_at,0.91506,0.886,0.14597,-6.269007,0.0199031,ETV1,ETS variant 1
210554_s_at,0.91506,0.886,-0.145953,-6.269009,-0.023789,CTBP2,C-terminal binding protein 2
207283_at,0.91508,0.886,-0.145878,-6.269021,-0.0184869,RPL23AP32,ribosomal protein L23a pseudogene 32
207723_s_at,0.9152,0.886,-0.145676,-6.269051,-0.0135519,KLRC3,killer cell lectin like receptor C3
217665_at,0.91543,0.887,-0.145297,-6.269108,-0.025076,ZNF813,zinc finger protein 813
203022_at,0.91543,0.887,0.145279,-6.269111,0.0229779,RNASEH2A,ribonuclease H2 subunit A
205740_s_at,0.91559,0.887,-0.145003,-6.269152,-0.0246581,RBM42,RNA binding motif protein 42
203596_s_at,0.91559,0.887,0.144972,-6.269157,0.0397562,IFIT5,interferon induced protein with tetratricopeptide repeats 5
209498_at,0.91563,0.887,0.144867,-6.269173,0.0482548,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1
203713_s_at,0.91564,0.887,-0.144767,-6.269187,-0.0399971,LLGL2,"LLGL2, scribble cell polarity complex component"
201122_x_at,0.91564,0.887,0.144746,-6.269191,0.0361707,EIF5A,eukaryotic translation initiation factor 5A
203315_at,0.91566,0.887,-0.144629,-6.269208,-0.0311,NCK2,NCK adaptor protein 2
221908_at,0.91566,0.887,-0.144622,-6.269209,-0.0321095,RNFT2,"ring finger protein, transmembrane 2"
209045_at,0.916,0.887,-0.144142,-6.269281,-0.033629,XPNPEP1,X-prolyl aminopeptidase 1
200956_s_at,0.91691,0.888,0.142873,-6.269469,0.0597552,SSRP1,structure specific recognition protein 1
201826_s_at,0.91691,0.888,-0.142868,-6.26947,-0.028056,SCCPDH,saccharopine dehydrogenase (putative)
214169_at,0.91691,0.889,0.142756,-6.269486,0.0411212,SUN1,Sad1 and UNC84 domain containing 1
58916_at,0.91691,0.889,0.142741,-6.269489,0.0519526,NDUFC2-KCTD14///KCTD14,NDUFC2-KCTD14 readthrough///potassium channel tetramerization domain containing 14
206392_s_at,0.91691,0.889,-0.142739,-6.269489,-0.0170376,RARRES1,retinoic acid receptor responder 1
221550_at,0.91705,0.889,-0.142459,-6.26953,-0.0221005,COX15,"COX15, cytochrome c oxidase assembly homolog"
221601_s_at,0.91705,0.889,0.142454,-6.269531,0.0188221,FCMR,Fc fragment of IgM receptor
211730_s_at,0.91711,0.889,-0.142281,-6.269556,-0.0453548,POLR2L,RNA polymerase II subunit L
213938_at,0.91711,0.889,0.142251,-6.269561,0.0160993,ERC2,ELKS/RAB6-interacting/CAST family member 2
215073_s_at,0.91711,0.889,0.142171,-6.269573,0.0128495,NR2F2,nuclear receptor subfamily 2 group F member 2
218125_s_at,0.91711,0.889,-0.142164,-6.269574,-0.0384286,CCDC25,coiled-coil domain containing 25
203604_at,0.91739,0.889,0.141772,-6.269631,0.0256914,ZNF516,zinc finger protein 516
218565_at,0.91748,0.889,-0.141579,-6.269659,-0.0343883,SPOUT1,SPOUT domain containing methyltransferase 1
205702_at,0.91748,0.89,-0.141521,-6.269668,-0.0265786,PHTF1,putative homeodomain transcription factor 1
205261_at,0.91748,0.89,0.14149,-6.269672,0.0855945,PGC,progastricsin
201755_at,0.91761,0.89,0.141278,-6.269703,0.025856,MCM5,minichromosome maintenance complex component 5
216550_x_at,0.91777,0.89,-0.141024,-6.269741,-0.0807526,ANKRD12,ankyrin repeat domain 12
202718_at,0.91853,0.891,-0.140012,-6.269888,-0.0448279,IGFBP2,insulin like growth factor binding protein 2
213726_x_at,0.91853,0.891,0.139921,-6.269901,0.047256,TUBB4B,tubulin beta 4B class IVb
202290_at,0.91854,0.891,0.13981,-6.269917,0.0261124,PDAP1,PDGFA associated protein 1
205328_at,0.91854,0.891,-0.139792,-6.269919,-0.0792957,CLDN10,claudin 10
203092_at,0.9189,0.891,-0.139288,-6.269992,-0.0197238,TIMM44,translocase of inner mitochondrial membrane 44
205234_at,0.9192,0.892,-0.13886,-6.270054,-0.0129329,SLC16A4,solute carrier family 16 member 4
206596_s_at,0.91927,0.892,-0.138692,-6.270078,-0.0201686,NRL,neural retina leucine zipper
216685_s_at,0.91927,0.892,-0.138674,-6.27008,-0.0164862,MTAP,methylthioadenosine phosphorylase
220432_s_at,0.91946,0.892,-0.138374,-6.270123,-0.0146857,CYP39A1,cytochrome P450 family 39 subfamily A member 1
216039_at,0.9195,0.892,0.138237,-6.270143,0.0168869,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit
219219_at,0.9195,0.892,-0.138226,-6.270145,-0.0232286,TMEM160,transmembrane protein 160
220150_s_at,0.91956,0.892,-0.1381,-6.270163,-0.0255524,FAM184A,family with sequence similarity 184 member A
217762_s_at,0.91969,0.892,0.13788,-6.270194,0.0641143,RAB31,"RAB31, member RAS oncogene family"
205371_s_at,0.9197,0.892,-0.137792,-6.270206,-0.0127426,DBT,dihydrolipoamide branched chain transacylase E2
217388_s_at,0.9197,0.892,0.137763,-6.270211,0.0732886,KYNU,kynureninase
211474_s_at,0.91973,0.892,0.137673,-6.270223,0.0380024,SERPINB6,serpin family B member 6
211672_s_at,0.91992,0.893,0.137354,-6.270269,0.0221769,ARPC4-TTLL3///ARPC4,ARPC4-TTLL3 readthrough///actin related protein 2/3 complex subunit 4
206199_at,0.91992,0.893,0.137291,-6.270278,0.1300729,CEACAM7,carcinoembryonic antigen related cell adhesion molecule 7
205253_at,0.91992,0.893,0.137274,-6.27028,0.0343914,PBX1,PBX homeobox 1
205402_x_at,0.9201,0.893,-0.136991,-6.27032,-0.0507,PRSS2,"protease, serine 2"
203836_s_at,0.9202,0.893,0.136779,-6.27035,0.0332843,MAP3K5,mitogen-activated protein kinase kinase kinase 5
208078_s_at,0.9202,0.893,-0.136758,-6.270353,-0.0557188,SIK1,salt inducible kinase 1
218944_at,0.92045,0.893,-0.136398,-6.270404,-0.0217555,PYCRL,pyrroline-5-carboxylate reductase-like
209059_s_at,0.92051,0.894,0.136266,-6.270423,0.0325579,EDF1,endothelial differentiation related factor 1
200834_s_at,0.92094,0.894,-0.13568,-6.270505,-0.0328619,RPS21,ribosomal protein S21
209041_s_at,0.92111,0.894,0.135412,-6.270543,0.0309371,UBE2G2,ubiquitin conjugating enzyme E2 G2
221906_at,0.9212,0.894,0.135241,-6.270566,0.0207286,TXNRD3NB///TXNRD3,thioredoxin reductase 3 neighbor///thioredoxin reductase 3
218910_at,0.9212,0.894,0.135197,-6.270573,0.015104,ANO10,anoctamin 10
